Date ,Time ,WU311,WU312,WU314,WU321,WU322,WU323
2-Jun-25,4:44:54 AM,160.1815948,185.6679688,146.4980621,166.6407318,190.2594147,185.12323
2-Jun-25,4:45:25 AM,160.2594147,186.0311279,147.3411255,166.7963715,190.2853546,184.9027252
2-Jun-25,4:45:55 AM,160.1945648,185.8884583,147.5227051,167.0946808,189.8962402,184.6692657
2-Jun-25,4:46:26 AM,159.9481201,186.0570679,147.9247742,167.6394348,190.0648651,185.006485
2-Jun-25,4:46:54 AM,160.0389099,185.992218,148.002594,168.1582489,190.2075348,185.2529297
2-Jun-25,4:47:25 AM,160.2983246,185.8365784,148.3398285,168.3917084,190.3891144,185.6031189
2-Jun-25,4:47:55 AM,160.2464447,185.9143982,148.9105072,168.6121979,190.0648651,185.7068787
2-Jun-25,4:48:25 AM,160.3112946,186.2127228,149.4033813,168.8456573,190.4150543,186.2127228
2-Jun-25,4:48:55 AM,159.9481201,185.9533081,149.3255615,169.4941711,190.1815948,186.4202423
2-Jun-25,4:49:24 AM,159.9092102,186.3035126,149.5849609,169.8573303,189.8313904,186.6147919
2-Jun-25,4:49:55 AM,159.9481201,186.4980621,149.8962402,169.8573303,190.0778351,186.8093414
2-Jun-25,4:50:26 AM,160.3631744,186.2646027,150.5188141,170.4409943,190,187.2503357
2-Jun-25,4:50:55 AM,160.129715,186.3943024,150.8171234,170.557724,190.0908051,187.4967651
2-Jun-25,4:51:25 AM,160.4020844,186.1867828,150.9727631,170.8171234,190.0648651,187.7172546
2-Jun-25,4:51:55 AM,160.2464447,186.8482513,151.3489075,171.102478,190.0259399,188.106369
2-Jun-25,4:52:25 AM,160.2334747,186.7704315,151.569397,171.6731567,189.6498108,187.8080444
2-Jun-25,4:52:55 AM,160.1686249,186.7444916,152.2697906,171.8547363,189.9740601,188.002594
2-Jun-25,4:53:25 AM,160.2853546,186.6666718,152.4773102,172.1400909,189.8443604,187.7821045
2-Jun-25,4:53:55 AM,159.9610901,186.9001312,152.6718597,172.3346405,189.5979309,187.6394348
2-Jun-25,4:54:24 AM,159.8832703,186.990921,153.0609589,172.9701691,189.559021,187.1984558
2-Jun-25,4:54:54 AM,160.3502045,186.7185516,153.2555237,173.125824,189.8703003,186.3164825
2-Jun-25,4:55:25 AM,159.8313904,187.3930054,154.0466919,173.566803,189.7146606,185.6031189
2-Jun-25,4:55:55 AM,160.0518799,186.990921,154.2153168,173.6705627,189.7665405,185.3048096
2-Jun-25,4:56:25 AM,159.8443604,187.4837952,154.2931366,173.8910522,189.9221802,184.7989655
2-Jun-25,4:56:55 AM,159.8054504,187.7302246,154.4617462,174.3709564,189.7406006,184.4358063
2-Jun-25,4:57:26 AM,160.3891144,187.6005249,155.2140198,174.6692657,189.8443604,184.2412567
2-Jun-25,4:57:55 AM,159.9221802,187.6134949,155.6290588,174.7081757,189.7924805,184.020752
2-Jun-25,4:58:25 AM,160.2205048,187.6394348,155.7717285,175.3826294,189.8184204,184.1893768
2-Jun-25,4:58:55 AM,159.7146606,187.4708252,155.992218,175.3177795,190.116745,184.5914459
2-Jun-25,4:59:25 AM,160.1037598,187.8858643,156.2775726,175.6160889,190.0648651,184.7730255
2-Jun-25,4:59:53 AM,159.8573303,187.9118042,156.4072723,176.1997528,189.9481201,185.4993591
2-Jun-25,5:00:25 AM,159.7924805,187.989624,157.1076508,176.3553925,190.2334747,185.8625183
2-Jun-25,5:00:54 AM,159.98703,187.7691345,157.4837952,176.5240021,189.9092102,186.1867828
2-Jun-25,5:01:25 AM,160.2464447,188.002594,157.7302246,176.7574615,189.7924805,187.094696
2-Jun-25,5:01:55 AM,159.8573303,188.0544739,157.9377441,177.133606,190.01297,187.6653748
2-Jun-25,5:02:26 AM,160.1167297,188.4176483,158.4046783,177.7042847,189.9221802,187.9636841
2-Jun-25,5:02:55 AM,160.2075348,188.1841888,158.7289276,177.9507141,189.9610901,188.1712189
2-Jun-25,5:03:26 AM,160.2983246,188.4565582,158.9234772,178.132309,189.9351501,188.560318
2-Jun-25,5:03:56 AM,160.3112946,188.4306183,159.131012,178.2230988,190.129715,188.132309
2-Jun-25,5:04:24 AM,160.1815948,188.8326874,159.4552612,178.4954681,189.8313904,188.0285339
2-Jun-25,5:04:55 AM,160.4280243,188.5214081,159.6887207,178.9234772,189.8313904,187.561615
2-Jun-25,5:05:25 AM,160.1815948,188.7937775,160.3761444,179.0531769,189.8832703,187.3670654
2-Jun-25,5:05:54 AM,160.3761444,189.014267,160.5966339,179.6368408,189.9221802,186.6666718
2-Jun-25,5:06:24 AM,160.2464447,188.8067474,160.7911835,179.4163513,190.0259399,186.2256927
2-Jun-25,5:06:55 AM,160.4539642,188.8975372,160.9597931,180.0778198,190.0908051,185.7587585
2-Jun-25,5:07:25 AM,160.544754,189.3774414,161.2321777,180.544754,189.7406006,184.9675751
